"Module","Service","Function","Endpoint","Create DTO","Update DTO","Detail DTO","List DTO","Filter DTO","Fields"
"CategoryProject","CategoryProjectService","delete","DELETE /adminapi/projectType/delete","","","","","",""
"Category","CategoryService","list","GET /adminapi/category/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"Category","CategoryService","update","POST /adminapi/category/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"Category","CategoryService","detail","GET /adminapi/category/get","","","Query DTO: id required.","","",""
"Category","CategoryService","delete","DELETE /adminapi/category/delete","","","","","",""
"CategoryService","CategoryServiceService","list","GET /adminapi/categoryItem/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"CategoryService","CategoryServiceService","update","POST /adminapi/categoryItem/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"CategoryService","CategoryServiceService","detail","GET /adminapi/categoryItem/get","","","Query DTO: id required.","","",""
"CategoryService","CategoryServiceService","delete","DELETE /adminapi/categoryItem/delete","","","","","",""
"ChatBot","ChatBotService","list","GET /adminapi/chatlog/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"ChatBot","ChatBotService","update","POST /adminapi/chatgpt/chat","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"ChatBot","ChatBotService","update","DELETE /adminapi/feedback/delete","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"ChatBot","ChatBotService","delete","DELETE /adminapi/feedback/delete","","","","","",""
"Code","CodeService","list","GET /adminapi/codeSequence/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"Code","CodeService","update","POST /adminapi/codeSequence/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"Code","CodeService","detail","GET /adminapi/codeSequence/get","","","Query DTO: id required.","","",""
"Code","CodeService","detailEntity","GET /adminapi/codeSequence/get/entity","","","Query DTO: id required.","","",""
"Code","CodeService","delete","DELETE /adminapi/codeSequence/delete","","","","","",""
"ConfigCode","ConfigCodeService","list","GET /adminapi/globalConfig/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"ConfigCode","ConfigCodeService","update","POST /adminapi/globalConfig/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"ConfigCode","ConfigCodeService","detail","GET /adminapi/globalConfig/get","","","Query DTO: id required.","","",""
"ConfigCode","ConfigCodeService","delete","DELETE /adminapi/globalConfig/delete","","","","","",""
"ConnectGmail","ConnectGmailService","connect","POST `${urlsApi.connectGmail.connect}${convertParamsToString(params)}`","","","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"ConnectGmail","ConnectGmailService","checkConnect","POST `${urlsApi.connectGmail.checkConnect}${convertParamsToString(params)}`","","","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"ContactAttribute","ContactAttributeService","list","GET /adminapi/contactAttribute/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"ContactAttribute","ContactAttributeService","update","POST /adminapi/contactAttribute/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"ContactAttribute","ContactAttributeService","delete","DELETE /adminapi/contactAttribute/delete","","","","","",""
"ContactAttribute","ContactAttributeService","listAll","GET /adminapi/contactAttribute/listAll","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"ContactAttribute","ContactAttributeService","checkDuplicated","GET /adminapi/contactAttribute/checkDuplicated","","","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"ContactExtraInfo","ContactExtraInfoService","list","GET /adminapi/contactExtraInfo/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","",""
"ContactPipeline","ContactPipelineService","list","GET /adminapi/contactPipeline/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"ContactPipeline","ContactPipelineService","update","POST /adminapi/contactPipeline/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"ContactPipeline","ContactPipelineService","detail","GET /adminapi/contactPipeline/get","","","Query DTO: id required.","","",""
"ContactPipeline","ContactPipelineService","delete","DELETE /adminapi/contactPipeline/delete","","","","","",""
"Contact","ContactService","list","GET /adminapi/contact/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"Contact","ContactService","detail","GET /adminapi/contact/get","","","Query DTO: id required.","","",""
